"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",67.40303,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",70.16261,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",72.1628,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",73.52499,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",75.40368,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",77.95798,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",80.16184,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",82.70932,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",85.50403,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",87.65643,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",87.96201,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",90.11576,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",92.26291,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",94.08986,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",95.75742,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.85201,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",101.7375,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.3407,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.7358,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",111.054,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",77.12171,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",78.6686,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",80.20364,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",81.58918,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",83.37266,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",85.13787,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",86.06499,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",87.30132,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",88.56136,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",90.44472,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",91.7606,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",93.00554,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",94.05811,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",93.8783,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",92.8884,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",95.68371,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",96.83001,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",97.15623,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",98.0388,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.86584,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.3185,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",101.5863,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",102.3655,,
"OECD","OECD - Total","ULQELP01","GDP per person employed","IXOBSA","Index, seasonally adjusted ","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",103.0546,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1978","1978","PC","Percentage","0","Units",,,6.223008,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1979","1979","PC","Percentage","0","Units",,,5.532288,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1980","1980","PC","Percentage","0","Units",,,10.14709,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1981","1981","PC","Percentage","0","Units",,,10.6605,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1982","1982","PC","Percentage","0","Units",,,16.10388,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1983","1983","PC","Percentage","0","Units",,,4.585467,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1984","1984","PC","Percentage","0","Units",,,3.680174,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1985","1985","PC","Percentage","0","Units",,,2.822729,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1986","1986","PC","Percentage","0","Units",,,8.616566,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1987","1987","PC","Percentage","0","Units",,,3.000727,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1988","1988","PC","Percentage","0","Units",,,5.892043,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1989","1989","PC","Percentage","0","Units",,,7.800235,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1990","1990","PC","Percentage","0","Units",,,7.420752,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1991","1991","PC","Percentage","0","Units",,,1.927606,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1992","1992","PC","Percentage","0","Units",,,0.9633274,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1993","1993","PC","Percentage","0","Units",,,-0.2410573,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1994","1994","PC","Percentage","0","Units",,,0.778313,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1995","1995","PC","Percentage","0","Units",,,3.48113,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1996","1996","PC","Percentage","0","Units",,,2.295804,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1997","1997","PC","Percentage","0","Units",,,0.8454161,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1998","1998","PC","Percentage","0","Units",,,0.0233185,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1999","1999","PC","Percentage","0","Units",,,0.8726298,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2000","2000","PC","Percentage","0","Units",,,3.356609,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.250057,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2002","2002","PC","Percentage","0","Units",,,1.354078,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.037477,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.847333,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.959587,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.274871,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.856279,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.206281,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.07699209,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.139197,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.632991,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.6721718,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.5511254,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.8789247,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.5827294,,
"AUS","Australia","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.01708729,,
